FechaHora,Usuario,IP,MAC,PON_Serial,Modelo,VLAN,SSID_2G,SSID_5G,Resultado,Detalles
2026-09-18 13:37:30,admin,3.3.9.29,,4c46d1-4c46d1e3e591,V2804AX30-H,212,Rodrigo_2.4G,Rodrigo_5G,EXITO,VLAN 212: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 13:39:12,laura,3.3.9.29,4c:46:d1:e3:e5:92,VSOL00E3E591,VSOLVD64,212,Rodrigo_2.4G,Rodrigo_5G,EXITO (Liberada),VLAN 212 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 14:04:34,admin,3.3.6.5,,4c46d1-4c46d1e3d4c9,V2804AX30-H,709,Hanna_2.4G,Hanna_5G,EXITO,VLAN 709: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 14:05:02,laura,3.3.6.5,,VSOL00E3D4C9,VSOLVD64,709,Hanna_2.4G,Hanna_5G,EXITO (Liberada),VLAN 709 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 14:08:28,admin,3.3.3.109,,4c46d1-4c46d1e418b9,V2804AX30-H,1044,Moises_2.4G,Moises_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 14:08:36,laura,3.3.3.109,,VSOL00E418B9,VSOLVD64,1044,Moises_2.4G,Moises_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 14:15:43,admin,3.3.5.92,,4c46d1-4c46d1e3b861,V2804AX30-H,480,Vergara_2.4,Vergara_5G,EXITO,VLAN 480: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 14:15:52,laura,3.3.5.92,,VSOL00E3B861,VSOLVD64,480,Vergara_2.4,Vergara_5G,EXITO (Liberada),VLAN 480 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 14:25:40,admin,3.3.3.110,,4c46d1-4c46d1e3f651,V2804AX30-H,100,Aisha_2.4,Aisha_5G,EXITO,VLAN 100: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 14:26:13,laura,3.3.3.110,,VSOL00E3F651,VSOLVD64,100,Aisha_2.4,Aisha_5G,EXITO (Liberada),VLAN 100 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 14:28:43,admin,3.3.3.110,,4c46d1-4c46d1e3f651,V2804AX30-H,1035,Aisha_2.4,Aisha_5G,EXITO,VLAN 1035: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 14:49:08,admin,3.3.8.100,,4c46d1-4c46d1e3aed9,V2804AX30-H,3008,Mi Family_2.4G,Mi Family_5G,EXITO,VLAN 3008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 14:49:14,laura,3.3.8.100,4c:46:d1:e3:ae:da,VSOL00E3AED9,VSOLVD64,3008,Mi Family_2.4G,Mi Family_5G,EXITO (Liberada),VLAN 3008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 15:27:03,admin,3.3.,,,VSOL,3008,Familia Pacheco_2.4G,Familia Pacheco_5G,ERROR,La ONU en 3.3. no responde a peticiones HTTP.
2026-09-18 15:29:05,admin,3.3.18.26,,,VSOL,629,Familia Pacheco_2.4G,Familia Pacheco_5G,ERROR,Fallo de autenticación (credenciales no válidas).
2026-09-18 15:30:00,admin,3.3.18.26,,4c46d1-4c46d1e475a1,V2804AX30-H,629,Familia Pacheco_2.4G,Familia Pacheco_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 15:30:14,laura,3.3.18.26,4c:46:d1:e4:75:a2,VSOL00E475A1,VSOLVD64,629,Familia Pacheco_2.4G,Familia Pacheco_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 15:53:42,admin,3.3.14.135,,4c46d1-4c46d1e3d941,V2804AX30-H,547,Gatusima_2.4G,Gatusima_5G,EXITO,VLAN 547: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 15:57:15,laura,3.3.14.135,4c:46:d1:e3:d9:42,VSOL00E3D941,VSOLVD64,547,Gatusima_2.4G,Gatusima_5G,EXITO (Liberada),VLAN 547 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 16:11:35,admin,3.3.8.101,,4c46d1-4c46d1e3e211,V2804AX30-H,3008,NICOLE_2.4G,NICOLE_5G,EXITO,VLAN 3008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 16:15:35,laura,3.3.8.101,4c:46:d1:e3:e2:12,VSOL00E3E211,VSOLVD64,3008,NICOLE_2.4G,NICOLE_5G,EXITO (Liberada),VLAN 3008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 16:40:34,admin,3.3.14.136,,4c46d1-4c46d1e3f1e9,V2804AX30-H,3008,Magallanes_2.4G,Magallanes_5G,EXITO,VLAN 3008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 16:41:32,admin,3.3.14.136,,4c46d1-4c46d1e3f1e9,V2804AX30-H,556,Magallanes_2.4G,Magallanes_5G,EXITO,VLAN 556: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 16:43:29,laura,3.3.14.136,,VSOL00E3F1E9,VSOLVD64,556,Magallanes_2.4G,Magallanes_5G,EXITO (Liberada),VLAN 556 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 17:18:11,admin,3.3.14.137,,4c46d1-4c46d1e49321,V2804AX30-H,586,MULTIGAS_2.4G,MULTIGAS_5G,EXITO,VLAN 586: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 17:18:23,laura,3.3.14.137,4c:46:d1:e4:93:22,VSOL00E49321,VSOLVD64,586,MULTIGAS_2.4G,MULTIGAS_5G,EXITO (Liberada),VLAN 586 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 17:43:47,admin,3.3.5.93,,4c46d1-4c46d1e3f119,V2804AX30-H,411,Mi Bendición_2.4G,Mi Bendición_5G,PARCIAL,VLAN 411: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 17:47:22,laura,3.3.5.93,4c:46:d1:e3:f1:1a,VSOL00E3F119,VSOLVD64,411,Mi Bendición_2.4G,Mi Bendición_5G,EXITO (Liberada),VLAN 411 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 17:50:42,admin,3.3.3.111,,4c46d1-4c46d1e3fa81,V2804AX30-H,1044,Fernández_2.4,Fernández_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 17:50:57,laura,3.3.3.111,4c:46:d1:e3:fa:82,VSOL00E3FA81,VSOLVD64,1044,Fernández_2.4,Fernández_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 18:12:19,admin,3.3.5.94,,4c46d1-4c46d1e3c791,V2804AX30-H,411,ARM_2.4,ARM_5G,PARCIAL,VLAN 411: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 18:12:33,laura,3.3.5.94,4c:46:d1:e3:fa:82,VSOL00E3C791,VSOLVD64,411,ARM_2.4,ARM_5G,EXITO (Liberada),VLAN 411 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 18:16:35,admin,3.3.5.94,,4c46d1-4c46d1e3c791,V2804AX30-H,411,ARM_2.4,ARM_5G,PARCIAL,VLAN 411: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 18:16:50,laura,3.3.5.94,4c:46:d1:e3:fa:82,VSOL00E3C791,VSOLVD64,411,ARM_2.4,ARM_5G,EXITO (Liberada),VLAN 411 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 18:22:42,admin,3.3.5.94,,4c46d1-4c46d1e3c791,V2804AX30-H,411,ARM_2.4,ARM_5G,EXITO,VLAN 411: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 18:23:00,laura,3.3.5.94,4c:46:d1:e3:fa:82,VSOL00E3C791,VSOLVD64,411,ARM_2.4,ARM_5G,EXITO (Liberada),VLAN 411 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 19:31:09,admin,3.3.14.138,,4c46d1-4c46d1e4a079,V2804AX30-H,551,Chase_2.4G,Chase_5G,EXITO,VLAN 551: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 19:32:08,laura,3.3.14.138,4c:46:d1:e4:a0:7a,VSOL00E4A079,VSOLVD64,551,Chase_2.4G,Chase_5G,EXITO (Liberada),VLAN 551 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 10:16:06,admin,3.3.14.138,,4c46d1-4c46d1e3e269,V2804AX30-H,576,Familia Jupite_2.4G,Familia Jupite_5G,EXITO,VLAN 576: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 10:16:38,laura,3.3.14.138,4c:46:d1:e3:e2:6a,VSOL00E3E269,VSOLVD64,576,Familia Jupite_2.4G,Familia Jupite_5G,EXITO (Liberada),VLAN 576 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 10:22:02,admin,3.3.12.96,,,VSOL,2005,familia Aguilera_2.4G,familia Aguilera_5G,ERROR,Fallo de autenticación (credenciales no válidas).
2026-09-19 10:22:46,admin,3.3.12.96,,4c46d1-4c46d1e3af19,V2804AX30-H,2005,familia Aguilera_2.4G,familia Aguilera_5G,EXITO,VLAN 2005: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 10:22:52,laura,3.3.12.96,4c:46:d1:e3:af:1a,VSOL00E3AF19,VSOLVD64,2005,familia Aguilera_2.4G,familia Aguilera_5G,EXITO (Liberada),VLAN 2005 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 10:25:06,admin,3.3.9.30,,4c46d1-4c46d1e3d8c1,V2804AX30-H,226,Obra1902_2.4G,Obra1902_5G,EXITO,VLAN 226: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 10:25:13,laura,3.3.9.30,,VSOL00E3D8C1,VSOLVD64,226,Obra1902_2.4G,Obra1902_5G,EXITO (Liberada),VLAN 226 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 10:57:04,admin,3.3.14.139,,4c46d1-4c46d1e3d6a9,V2804AX30-H,583,Fernandez_2.4G,Fernandez_5G,EXITO,VLAN 583: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 10:57:42,laura,3.3.14.139,,VSOL00E3D6A9,VSOLVD64,583,Fernandez_2.4G,Fernandez_5G,EXITO (Liberada),VLAN 583 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 11:50:31,admin,3.3.8.102,,4c46d1-4c46d1e497a1,V2804AX30-H,3008,FamiliaMartinez_2.4G,FamiliaMartinez_5G,EXITO,VLAN 3008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 11:54:16,laura,3.3.8.102,4c:46:d1:e4:97:a2,VSOL00E497A1,VSOLVD64,3008,FamiliaMartinez_2.4G,FamiliaMartinez_5G,EXITO (Liberada),VLAN 3008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 12:10:57,admin,3.3.14.140,,4c46d1-4c46d1e3e229,V2804AX30-H,557,familia Alvarez_2.4G,familia Alvarez_5G,EXITO,VLAN 557: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 12:16:05,laura,3.3.14.140,,VSOL00E3E229,VSOLVD64,557,familia Alvarez_2.4G,familia Alvarez_5G,EXITO (Liberada),VLAN 557 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 12:26:01,admin,3.3.12.97,,4c46d1-4c46d1e40071,V2804AX30-H,2005,Monica_2.4G,Monica_5G,EXITO,VLAN 2005: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 12:26:14,laura,3.3.12.97,,VSOL00E40071,VSOLVD64,2005,Monica_2.4G,Monica_5G,EXITO (Liberada),VLAN 2005 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 12:30:39,admin,3.3.14.141,,4c46d1-4c46d1e41c81,V2804AX30-H,564,Jecerly_2.4G,Jecerly_5G,EXITO,VLAN 564: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 12:39:35,laura,3.3.14.141,4c:46:d1:e4:1c:82,VSOL00E41C81,VSOLVD64,564,Jecerly_2.4G,Jecerly_5G,EXITO (Liberada),VLAN 564 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 13:11:29,admin,3.3.3.111,,4c46d1-4c46d1e48fc1,V2804AX30-H,1027,Aisha_2.4G,Aisha_5G,EXITO,VLAN 1027: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 13:11:56,laura,3.3.3.111,4c:46:d1:e4:8f:c2,VSOL00E48FC1,VSOLVD64,1027,Aisha_2.4G,Aisha_5G,EXITO (Liberada),VLAN 1027 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 14:29:06,admin,3.3.18.28,,4c46d1-4c46d1e43f69,V2804AX30-H,629,Acosta_2.4G,Acosta_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 14:31:48,laura,3.3.18.28,4c:46:d1:e4:3f:6a,VSOL00E43F69,VSOLVD64,629,Acosta_2.4G,Acosta_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 14:44:20,admin,3.3.14.142,,4c46d1-4c46d1e40771,V2804AX30-H,579,Morena_2.4G,Morena_5G,EXITO,VLAN 579: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 14:44:27,laura,3.3.14.142,,VSOL00E40771,VSOLVD64,579,Morena_2.4G,Morena_5G,EXITO (Liberada),VLAN 579 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 15:18:07,admin,3.3.3.112,,4c46d1-4c46d1e3f6d9,V2804AX30-H,1044,Flia. Ortiz_2.4G,Flia. Ortiz_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 15:18:17,laura,3.3.3.112,,VSOL00E3F6D9,VSOLVD64,1044,Flia. Ortiz_2.4G,Flia. Ortiz_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 15:44:24,admin,3.3.7.108,,4c46d1-4c46d1e47301,V2804AX30-H,825,Yeriksmar_2.4G,Yeriksmar_5G,EXITO,VLAN 825: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 15:44:36,laura,3.3.7.108,4c:46:d1:e4:73:02,VSOL00E47301,VSOLVD64,825,Yeriksmar_2.4G,Yeriksmar_5G,EXITO (Liberada),VLAN 825 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 16:08:25,admin,3.3.12.99,,4c46d1-4c46d1e40ba9,V2804AX30-H,2005,Familia Gelvez_2.4G,Familia Gelvez_5G,EXITO,VLAN 2005: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 16:09:13,laura,3.3.12.99,4c:46:d1:e4:0b:aa,VSOL00E40BA9,VSOLVD64,2005,Familia Gelvez_2.4G,Familia Gelvez_5G,EXITO (Liberada),VLAN 2005 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-19 17:56:52,admin,3.3.18.29,,4c46d1-4c46d1e47e51,V2804AX30-H,629,Ambar_2.4G,Ambar_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-19 17:57:35,laura,3.3.18.29,4c:46:d1:e4:7e:52,VSOL00E47E51,VSOLVD64,629,Ambar_2.4G,Ambar_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 09:29:48,admin,3.3.14.142,,4c46d1-4c46d1e3e0a1,V2804AX30-H,560,Mayu_2.4G,Mayu_5G,EXITO,VLAN 560: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 09:32:07,laura,3.3.14.142,4c:46:d1:e3:e0:a2,VSOL00E3E0A1,VSOLVD64,560,Mayu_2.4G,Mayu_5G,EXITO (Liberada),VLAN 560 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 09:34:39,admin,3.3.18.30,,4c46d1-4c46d1e3c729,V2804AX30-H,629,Familia Barrios_2.4G,Familia Barrios_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 09:36:48,laura,3.3.18.30,4c:46:d1:e3:c7:2a,VSOL00E3C729,VSOLVD64,629,Familia Barrios_2.4G,Familia Barrios_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 09:48:29,admin,3.3.18.30,,,VSOL,629,Alexandra_2.4G,Alexandra_5G,ERROR,La ONU en 3.3.18.30 no responde a peticiones HTTP.
2026-09-21 09:52:07,admin,3.3.18.30,,,VSOL,629,Alexandra_2.4G,Alexandra_5G,ERROR,La ONU en 3.3.18.30 no responde a peticiones HTTP.
2026-09-21 09:53:34,admin,3.3.18.31,,4c46d1-4c46d1e42929,V2804AX30-H,629,Alexandra_2.4G,Alexandra_5G,PARCIAL,VLAN 629: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 09:53:41,laura,3.3.18.31,4c:46:d1:e4:29:2a,VSOL00E42929,VSOLVD64,629,Alexandra_2.4G,Alexandra_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 10:05:19,admin,3.3.3.112,,4c46d1-4c46d1e3c6f9,V2804AX30-H,1044,Ayla_2.4G,Ayla_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 10:05:27,laura,3.3.3.112,,VSOL00E3C6F9,VSOLVD64,1044,Ayla_2.4G,Ayla_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 10:08:04,admin,3.3.3.112,,,VSOL,1044,Felix Tovar_2.4G,Felix Tovar_5G,ERROR,La ONU en 3.3.3.112 no responde a peticiones HTTP.
2026-09-21 10:10:35,admin,3.3.3.113,,4c46d1-4c46d1e43901,V2804AX30-H,1044,Felix Tovar_2.4G,Felix Tovar_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 10:10:42,laura,3.3.3.113,,VSOL00E43901,VSOLVD64,1044,Felix Tovar_2.4G,Felix Tovar_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 10:41:19,admin,3.3.5.94,,4c46d1-4c46d1e40291,V2804AX30-H,457,Familia Francia_2.4G,Familia Francia_5G,EXITO,VLAN 457: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 10:41:51,admin,3.3.5.94,,4c46d1-4c46d1e40291,V2804AX30-H,457,Familia Francia_2.4G,Familia Francia_5G,EXITO,VLAN 457: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 10:41:58,laura,3.3.5.94,4c:46:d1:e4:02:92,VSOL00E40291,VSOLVD64,457,Familia Francia_2.4G,Familia Francia_5G,EXITO (Liberada),VLAN 457 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 10:55:38,admin,3.3.14.144,,4c46d1-4c46d1e3e129,V2804AX30-H,561,Miranda_2.4G,Miranda_5G,EXITO,VLAN 561: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 10:55:50,laura,3.3.14.144,4c:46:d1:e3:e1:2a,VSOL00E3E129,VSOLVD64,561,Miranda_2.4G,Miranda_5G,EXITO (Liberada),VLAN 561 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 11:16:45,admin,3.3.3.114,,4c46d1-4c46d1e481a9,V2804AX30-H,1044,Yessenia_2.4G,Yessenia_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 11:17:00,laura,3.3.3.114,4c:46:d1:e4:81:aa,VSOL00E481A9,VSOLVD64,1044,Yessenia_2.4G,Yessenia_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 11:50:36,admin,3.3.8.103,,4c46d1-4c46d1e40311,V2804AX30-H,3008,Ruben_2.4G,Ruben_5G,EXITO,VLAN 3008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 11:51:01,laura,3.3.8.103,4c:46:d1:e4:03:12,VSOL00E40311,VSOLVD64,3008,Ruben_2.4G,Ruben_5G,EXITO (Liberada),VLAN 3008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 11:53:34,admin,3.3.5.95,,4c46d1-4c46d1e3ab59,V2804AX30-H,473,Family_2.4G,Family_5G,EXITO,VLAN 473: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 11:54:30,laura,3.3.5.95,4c:46:d1:e3:ab:5a,VSOL00E3AB59,VSOLVD64,473,Family_2.4G,Family_5G,EXITO (Liberada),VLAN 473 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 12:04:22,admin,3.3.7.109,,4c46d1-4c46d1e481b9,V2804AX30-H,822,Familia Coello_2.4G,Familia Coello_5G,PARCIAL,VLAN 822: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 12:04:45,laura,3.3.7.109,4c:46:d1:e4:81:ba,VSOL00E481B9,VSOLVD64,822,Familia Coello_2.4G,Familia Coello_5G,EXITO (Liberada),VLAN 822 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 13:09:33,admin,3.3.3.115,4C:46:D1:E3:C1:C9,4c46d1-4c46d1e3c1c9,V2804AX30-H,1044,ALFA_2.4G,ALFA_5G,PARCIAL,VLAN 1044: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 13:09:55,laura,3.3.3.115,4c:46:d1:e3:c1:ca,VSOL00E3C1C9,VSOLVD64,1044,ALFA_2.4G,ALFA_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 13:32:28,admin,3.3.14.145,,4c46d1-4c46d1e40221,V2804AX30-H,559,Jesus Paternina_2.4G,Jesus Paternina_5G,EXITO,VLAN 559: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 13:32:42,laura,3.3.14.145,4c:46:d1:e4:02:22,VSOL00E40221,VSOLVD64,559,Jesus Paternina_2.4G,Jesus Paternina_5G,EXITO (Liberada),VLAN 559 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 13:41:31,admin,3.3.,,,VSOL,3007,Wifi-Corona_2.4G,Wifi-Corona_5G,ERROR,La ONU en 3.3. no responde a peticiones HTTP.
2026-09-21 13:42:37,admin,3.3.8.104,,4c46d1-4c46d1e3c819,V2804AX30-H,3007,Wifi-Corona_2.4G,Wifi-Corona_5G,EXITO,VLAN 3007: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 13:42:49,laura,3.3.8.104,4c:46:d1:e3:c8:1a,VSOL00E3C819,VSOLVD64,3007,Wifi-Corona_2.4G,Wifi-Corona_5G,EXITO (Liberada),VLAN 3007 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 14:25:27,admin,3.3.3.116,,4c46d1-4c46d1e3e019,V2804AX30-H,1044,Adhara_2.4G,Adhara_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 14:25:40,laura,3.3.3.116,4c:46:d1:e3:e0:1a,VSOL00E3E019,VSOLVD64,1044,Adhara_2.4G,Adhara_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 15:01:25,admin,3.3.,,,VSOL,2007,FAMILIA HERNANDEZ_2.4G,FAMILIA HERNANDEZ_5G,ERROR,La ONU en 3.3. no responde a peticiones HTTP.
2026-09-21 15:02:13,admin,3.3.12.99,,4c46d1-4c46d1e3fe19,V2804AX30-H,2007,FAMILIA HERNANDEZ_2.4G,FAMILIA HERNANDEZ_5G,EXITO,VLAN 2007: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 15:03:17,laura,3.3.12.99,4c:46:d1:e3:fe:1a,VSOL00E3FE19,VSOLVD64,2007,FAMILIA HERNANDEZ_2.4G,FAMILIA HERNANDEZ_5G,EXITO (Liberada),VLAN 2007 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 15:24:35,admin,3.3.3.117,,4c46d1-4c46d1e3c7f1,V2804AX30-H,1044,Amanda15_2.4g,Amanda15_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 15:24:45,laura,3.3.3.117,4c:46:d1:e3:c7:f2,VSOL00E3C7F1,VSOLVD64,1044,Amanda15_2.4g,Amanda15_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 15:28:15,admin,3.3.10.17,,4c46d1-4c46d1e3e099,V2804AX30-H,306,V-SOL_2.4G,V-SOL_5G,EXITO,VLAN 306: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 15:28:30,laura,3.3.10.17,4c:46:d1:e3:e0:9a,VSOL00E3E099,VSOLVD64,306,V-SOL_2.4G,V-SOL_5G,EXITO (Liberada),VLAN 306 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-21 15:32:38,admin,3.3.,,,VSOL,1044,Perucho_2.4G,Perucho_5G,ERROR,La ONU en 3.3. no responde a peticiones HTTP.
2026-09-21 15:38:49,admin,3.3.3.118,,4c46d1-4c46d1e3e819,V2804AX30-H,1044,Perucho_2.4G,Perucho_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-21 15:39:27,laura,3.3.3.118,4c:46:d1:e3:e8:1a,VSOL00E3E819,VSOLVD64,1044,Perucho_2.4G,Perucho_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
